company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing
IndiaStartup_0166,Climate Tech,Pune,2016,399,Seed,100000,69,74,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,4,Hybrid,0,0,0,High Desirability
IndiaStartup_0167,DeepTech,Surat,2025,328,Bootstrapped,25000000,107,23,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,Remote,0,1,0,High Desirability
IndiaStartup_0168,FinTech,Pune,2016,33,Seed,1000000,27,2,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,1,Hybrid,0,0,0,High Desirability
IndiaStartup_0169,Semiconductor,Delhi,2024,50,Series B,25000000,63,2,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,30,On-site,0,1,1,High Desirability
IndiaStartup_0170,Climate Tech,Noida,2016,200,Seed,250000,163,28,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,15,Remote,0,0,0,Growing
IndiaStartup_0171,DeepTech,Pune,2022,112,Bootstrapped,0,116,19,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,30,On-site,0,1,0,Emerging
IndiaStartup_0172,D2C,Chennai,2016,231,Series A,0,13,42,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,16,Hybrid,0,0,0,Emerging
IndiaStartup_0173,Semiconductor,Gurugram,2022,154,Bootstrapped,2000000,89,15,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,10,On-site,0,1,0,Emerging
IndiaStartup_0174,EdTech,Delhi,2025,63,Seed,500000,7,4,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,8,On-site,0,0,1,High Desirability
IndiaStartup_0175,SaaS,Mumbai,2018,103,Series A,500000,51,5,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,21,Remote,0,0,1,Emerging
IndiaStartup_0176,HR Tech,Kochi,2022,226,Seed,2000000,160,18,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,10,Hybrid,0,0,0,Emerging
IndiaStartup_0177,SaaS,Surat,2025,205,Bootstrapped,500000,175,12,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,25,On-site,0,0,0,Growing
IndiaStartup_0178,SpaceTech,Delhi,2024,375,Series B,500000,65,31,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,3,Remote,0,0,1,High Desirability
IndiaStartup_0179,AgriTech,Hyderabad,2021,156,Series B,0,95,8,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,15,On-site,0,0,1,Emerging
IndiaStartup_0180,AgriTech,Pune,2025,200,Bootstrapped,10000000,164,33,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,26,On-site,0,0,0,Growing
IndiaStartup_0181,DeepTech,Kochi,2020,190,Series B,25000000,87,25,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,23,On-site,0,1,0,Growing
IndiaStartup_0182,Climate Tech,Surat,2022,288,Pre-Series A,250000,6,56,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,4,On-site,0,0,0,Growing
IndiaStartup_0183,FinTech,Surat,2018,218,Bootstrapped,2000000,72,23,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,4,Hybrid,0,0,0,Growing
IndiaStartup_0184,Logistics,Delhi,2017,64,Bootstrapped,500000,106,8,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,27,Remote,0,0,1,High Desirability
IndiaStartup_0185,FinTech,Delhi,2019,300,Seed,1000000,123,49,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,30,On-site,0,0,1,Emerging
IndiaStartup_0186,Semiconductor,Gurugram,2025,167,Series B,250000,174,28,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,30,On-site,0,1,0,High Desirability
IndiaStartup_0187,EdTech,Mumbai,2018,180,Seed,1000000,90,35,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,28,Remote,0,0,1,Emerging
IndiaStartup_0188,SaaS,Nagpur,2016,139,Pre-Series A,0,99,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,3,On-site,0,0,0,High Desirability
IndiaStartup_0189,EdTech,Hyderabad,2018,281,Bootstrapped,10000000,99,11,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,23,Remote,0,0,1,Growing
IndiaStartup_0190,HR Tech,Hyderabad,2016,274,Series B,250000,142,33,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,11,On-site,0,0,1,Growing
IndiaStartup_0191,Semiconductor,Chennai,2021,313,Pre-Series A,0,14,41,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,29,Remote,0,1,0,High Desirability
IndiaStartup_0192,SpaceTech,Chennai,2022,191,Pre-Series A,25000000,84,7,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,11,Remote,0,0,0,Growing
IndiaStartup_0193,SpaceTech,Bengaluru,2018,183,Bootstrapped,0,117,12,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,12,Hybrid,0,0,1,Growing
IndiaStartup_0194,DeepTech,Chennai,2019,192,Bootstrapped,25000000,90,32,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,13,Remote,0,1,0,Emerging
IndiaStartup_0195,AI,Jaipur,2020,399,Pre-Series A,500000,46,38,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,9,Remote,0,1,0,Growing
IndiaStartup_0196,D2C,Chennai,2017,128,Seed,250000,165,14,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,8,Hybrid,0,0,0,Growing
IndiaStartup_0197,DeepTech,Noida,2023,266,Bootstrapped,25000000,37,42,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,5,Remote,0,1,0,High Desirability
IndiaStartup_0198,AgriTech,Nagpur,2017,128,Pre-Series A,2000000,94,23,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,3,Hybrid,0,0,0,Growing
IndiaStartup_0199,D2C,Delhi,2020,129,Pre-Series A,5000000,21,24,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,16,Remote,0,0,1,Emerging
IndiaStartup_0200,HealthTech,Indore,2021,303,Series B,500000,79,19,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,10,Remote,0,0,0,Growing
IndiaStartup_0201,AI,Noida,2022,356,Seed,10000000,19,60,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,1,On-site,0,1,0,Emerging
IndiaStartup_0202,Logistics,Chennai,2018,122,Seed,2000000,174,16,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,15,On-site,0,0,0,High Desirability
IndiaStartup_0203,SaaS,Bengaluru,2020,240,Bootstrapped,5000000,157,12,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,27,Remote,0,0,1,Emerging
IndiaStartup_0204,AI,Jaipur,2018,29,Seed,10000000,57,3,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,14,On-site,0,1,0,Emerging
IndiaStartup_0205,AI,Kochi,2021,328,Bootstrapped,100000,128,36,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,19,Hybrid,0,1,0,High Desirability
IndiaStartup_0206,SaaS,Bengaluru,2017,204,Bootstrapped,5000000,51,23,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,30,On-site,0,0,1,Growing
IndiaStartup_0207,SpaceTech,Jaipur,2021,309,Pre-Series A,500000,131,20,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,23,On-site,0,0,0,High Desirability
IndiaStartup_0208,AI,Ahmedabad,2025,219,Bootstrapped,250000,131,18,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,28,Remote,0,1,0,Emerging
IndiaStartup_0209,HealthTech,Delhi,2016,230,Bootstrapped,250000,176,38,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,4,On-site,0,0,1,High Desirability
IndiaStartup_0210,Climate Tech,Indore,2016,319,Series B,100000,107,23,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,17,On-site,0,0,0,Growing
IndiaStartup_0211,DeepTech,Nagpur,2020,73,Series A,25000000,102,10,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,12,On-site,0,1,0,Growing
IndiaStartup_0212,DeepTech,Ahmedabad,2025,387,Pre-Series A,25000000,107,59,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,Hybrid,0,1,0,High Desirability
IndiaStartup_0213,HR Tech,Jaipur,2021,213,Bootstrapped,0,169,42,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,8,Hybrid,0,0,0,Emerging
IndiaStartup_0214,Logistics,Gurugram,2019,250,Seed,250000,166,30,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,4,Remote,0,0,0,Growing
IndiaStartup_0215,Semiconductor,Hyderabad,2019,225,Pre-Series A,1000000,169,8,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,11,Hybrid,0,1,1,Growing
IndiaStartup_0216,Semiconductor,Indore,2025,156,Bootstrapped,25000000,31,10,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Remote,0,1,0,High Desirability
IndiaStartup_0217,EdTech,Delhi,2023,117,Pre-Series A,100000,164,15,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,7,Remote,0,0,1,High Desirability
IndiaStartup_0218,SpaceTech,Indore,2020,93,Series B,100000,167,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Hybrid,0,0,0,High Desirability
IndiaStartup_0219,AgriTech,Bengaluru,2025,139,Series A,500000,73,4,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,10,On-site,0,0,1,High Desirability
IndiaStartup_0220,DeepTech,Noida,2021,193,Seed,5000000,11,30,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,14,Remote,0,1,0,Emerging
IndiaStartup_0221,SpaceTech,Jaipur,2024,368,Series A,0,45,42,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,12,Hybrid,0,0,0,Emerging
IndiaStartup_0222,Robotics,Pune,2021,361,Bootstrapped,0,180,61,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,30,On-site,0,1,0,Growing
IndiaStartup_0223,AI,Bengaluru,2023,129,Series B,100000,33,9,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,12,On-site,0,1,1,Emerging
IndiaStartup_0224,DevTools,Jaipur,2024,219,Seed,5000000,71,42,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,10,Hybrid,0,1,0,Emerging
IndiaStartup_0225,HealthTech,Kochi,2022,352,Pre-Series A,0,163,24,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,11,On-site,0,0,0,Growing
IndiaStartup_0226,Robotics,Gurugram,2021,89,Pre-Series A,5000000,31,9,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,19,Remote,0,1,0,High Desirability
IndiaStartup_0227,D2C,Noida,2020,398,Pre-Series A,1000000,160,21,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,25,Remote,0,0,0,Growing
IndiaStartup_0228,SaaS,Surat,2023,239,Bootstrapped,1000000,165,16,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,23,Remote,0,0,0,High Desirability
IndiaStartup_0229,SpaceTech,Nagpur,2019,94,Series A,10000000,164,4,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,16,Hybrid,0,0,0,Emerging
IndiaStartup_0230,DevTools,Bengaluru,2017,131,Series A,1000000,43,22,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,1,On-site,0,1,1,Emerging
IndiaStartup_0231,Semiconductor,Bengaluru,2022,105,Series B,250000,171,17,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,Remote,0,1,1,High Desirability
IndiaStartup_0232,SpaceTech,Chennai,2024,16,Bootstrapped,500000,30,1,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,2,Hybrid,0,0,0,Growing
IndiaStartup_0233,Robotics,Chennai,2018,53,Series B,10000000,11,3,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,5,On-site,0,1,0,Emerging
IndiaStartup_0234,SaaS,Bengaluru,2020,207,Series A,100000,150,28,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,26,Remote,0,0,1,Growing
IndiaStartup_0235,Robotics,Bengaluru,2022,169,Pre-Series A,5000000,175,24,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,8,On-site,0,1,1,High Desirability
IndiaStartup_0236,EdTech,Pune,2022,116,Bootstrapped,2000000,82,16,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,10,Hybrid,0,0,0,Emerging
IndiaStartup_0237,Logistics,Gurugram,2020,380,Series A,2000000,78,72,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,18,Hybrid,0,0,0,Emerging
IndiaStartup_0238,HealthTech,Noida,2017,358,Series B,500000,145,58,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,23,Hybrid,0,0,0,High Desirability
IndiaStartup_0239,DeepTech,Ahmedabad,2019,27,Seed,5000000,45,3,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,2,On-site,0,1,0,High Desirability
IndiaStartup_0240,SaaS,Indore,2023,69,Series A,1000000,87,5,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,16,Remote,0,0,0,High Desirability
IndiaStartup_0241,HR Tech,Hyderabad,2022,198,Pre-Series A,0,66,27,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,5,Hybrid,0,0,1,High Desirability
IndiaStartup_0242,EdTech,Delhi,2023,167,Series B,5000000,172,25,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,30,Remote,0,0,1,Emerging
IndiaStartup_0243,Robotics,Noida,2025,148,Seed,5000000,172,24,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,14,Remote,0,1,0,Growing
IndiaStartup_0244,Robotics,Pune,2023,5,Seed,250000,162,1,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,1,0,Emerging
IndiaStartup_0245,HealthTech,Surat,2020,148,Pre-Series A,500000,37,5,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,27,Hybrid,0,0,0,Growing
IndiaStartup_0246,Logistics,Surat,2023,349,Series A,1000000,147,69,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,28,On-site,0,0,0,Emerging
IndiaStartup_0247,SpaceTech,Hyderabad,2016,367,Series A,10000000,102,59,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,4,Remote,0,0,1,High Desirability
IndiaStartup_0248,Climate Tech,Ahmedabad,2024,65,Series A,1000000,154,10,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,20,On-site,0,0,0,High Desirability
IndiaStartup_0249,HR Tech,Surat,2017,83,Series B,500000,29,15,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,15,Remote,0,0,0,Growing
IndiaStartup_0250,D2C,Ahmedabad,2025,163,Seed,5000000,150,25,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,8,Remote,0,0,0,Growing
IndiaStartup_0251,AgriTech,Gurugram,2023,221,Seed,250000,115,34,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,13,Hybrid,0,0,0,High Desirability
IndiaStartup_0252,EdTech,Indore,2021,102,Seed,25000000,156,10,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,12,Hybrid,0,0,0,High Desirability
IndiaStartup_0253,AgriTech,Kochi,2023,304,Bootstrapped,1000000,6,30,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,12,Remote,0,0,0,Growing
IndiaStartup_0254,DeepTech,Jaipur,2020,181,Bootstrapped,0,27,22,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,7,Remote,0,1,0,Emerging
IndiaStartup_0255,HealthTech,Nagpur,2020,361,Series B,2000000,136,12,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,27,On-site,0,0,0,High Desirability
IndiaStartup_0256,Climate Tech,Delhi,2017,292,Bootstrapped,5000000,55,19,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,21,Hybrid,0,0,1,High Desirability
IndiaStartup_0257,EdTech,Pune,2017,176,Seed,25000000,80,5,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,3,Hybrid,0,0,0,High Desirability
IndiaStartup_0258,Logistics,Nagpur,2024,137,Series B,25000000,87,7,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,25,Hybrid,0,0,0,Growing
IndiaStartup_0259,SpaceTech,Gurugram,2020,200,Pre-Series A,2000000,14,39,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,8,On-site,0,0,0,High Desirability
IndiaStartup_0260,Semiconductor,Pune,2022,220,Series B,250000,97,39,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,20,Remote,0,1,0,Emerging
IndiaStartup_0261,Climate Tech,Bengaluru,2017,23,Seed,25000000,69,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,9,Hybrid,0,0,1,Growing
IndiaStartup_0262,SpaceTech,Surat,2023,214,Seed,10000000,100,9,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,26,Hybrid,0,0,0,Emerging
IndiaStartup_0263,DeepTech,Delhi,2022,159,Series B,250000,99,24,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,2,On-site,0,1,1,High Desirability
IndiaStartup_0264,AgriTech,Ahmedabad,2024,229,Pre-Series A,500000,62,21,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,28,Hybrid,0,0,0,Emerging
IndiaStartup_0265,EdTech,Nagpur,2021,35,Series B,100000,41,4,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,22,On-site,0,0,0,Growing
IndiaStartup_0266,DevTools,Delhi,2023,396,Seed,1000000,155,52,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,25,On-site,0,1,1,Emerging
IndiaStartup_0267,AgriTech,Pune,2023,164,Series A,0,127,12,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,12,On-site,0,0,0,High Desirability
IndiaStartup_0268,FinTech,Pune,2018,261,Pre-Series A,250000,16,51,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,8,Remote,0,0,0,Emerging
IndiaStartup_0269,D2C,Chennai,2023,135,Series A,250000,11,8,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,3,Remote,0,0,0,Emerging
IndiaStartup_0270,EdTech,Ahmedabad,2023,172,Pre-Series A,500000,121,17,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,10,Hybrid,0,0,0,High Desirability
IndiaStartup_0271,FinTech,Jaipur,2023,193,Seed,500000,19,30,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,25,Remote,0,0,0,High Desirability
IndiaStartup_0272,SaaS,Kochi,2022,117,Seed,25000000,123,13,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,24,On-site,0,0,0,Growing
IndiaStartup_0273,SpaceTech,Indore,2023,301,Seed,100000,162,40,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,20,Hybrid,0,0,0,High Desirability
IndiaStartup_0274,Climate Tech,Mumbai,2021,301,Series A,250000,83,30,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,11,On-site,0,0,1,High Desirability
IndiaStartup_0275,FinTech,Surat,2020,200,Bootstrapped,2000000,59,11,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,5,Hybrid,0,0,0,Growing
IndiaStartup_0276,SaaS,Surat,2025,158,Seed,10000000,136,17,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,2,Hybrid,0,0,0,Emerging
IndiaStartup_0277,Logistics,Gurugram,2023,380,Series A,500000,25,37,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,5,On-site,0,0,0,High Desirability
IndiaStartup_0278,AgriTech,Pune,2017,358,Pre-Series A,10000000,144,57,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,6,Hybrid,0,0,0,Emerging
IndiaStartup_0279,Climate Tech,Delhi,2018,207,Series A,2000000,79,19,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,17,On-site,0,0,1,Growing
IndiaStartup_0280,EdTech,Nagpur,2019,226,Pre-Series A,25000000,132,35,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,9,Remote,0,0,0,Emerging
IndiaStartup_0281,D2C,Delhi,2019,271,Bootstrapped,0,89,40,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,25,On-site,0,0,1,High Desirability
IndiaStartup_0282,Logistics,Jaipur,2017,232,Bootstrapped,2000000,111,24,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,5,On-site,0,0,0,Growing
IndiaStartup_0283,Climate Tech,Mumbai,2016,56,Series A,1000000,121,2,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,27,On-site,0,0,1,Emerging
IndiaStartup_0284,SaaS,Kochi,2019,27,Seed,10000000,88,4,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,3,Remote,0,0,0,Growing
IndiaStartup_0285,EdTech,Ahmedabad,2023,394,Seed,2000000,11,18,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,15,On-site,0,0,0,Growing
IndiaStartup_0286,Semiconductor,Hyderabad,2023,302,Bootstrapped,10000000,156,18,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,10,Remote,0,1,1,High Desirability
IndiaStartup_0287,DevTools,Ahmedabad,2023,372,Series B,2000000,179,30,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,26,On-site,0,1,0,High Desirability
IndiaStartup_0288,Logistics,Nagpur,2023,24,Bootstrapped,100000,7,3,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,3,Remote,0,0,0,Emerging
IndiaStartup_0289,HR Tech,Noida,2016,220,Series B,250000,6,41,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,6,On-site,0,0,0,Emerging
IndiaStartup_0290,EdTech,Noida,2024,316,Series B,25000000,15,61,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,20,Remote,0,0,0,High Desirability
IndiaStartup_0291,Climate Tech,Hyderabad,2022,205,Pre-Series A,5000000,97,23,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,30,Hybrid,0,0,1,High Desirability
IndiaStartup_0292,DevTools,Indore,2025,166,Series A,1000000,155,17,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,29,On-site,0,1,0,Emerging
IndiaStartup_0293,AI,Surat,2016,214,Pre-Series A,500000,37,39,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,28,Hybrid,0,1,0,High Desirability
IndiaStartup_0294,SaaS,Pune,2025,78,Bootstrapped,100000,5,9,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,22,On-site,0,0,0,Emerging
IndiaStartup_0295,AgriTech,Noida,2022,204,Pre-Series A,5000000,142,23,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,17,Hybrid,0,0,0,Growing
IndiaStartup_0296,Climate Tech,Surat,2020,66,Pre-Series A,25000000,71,6,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,30,Hybrid,0,0,0,Growing
IndiaStartup_0297,D2C,Gurugram,2017,97,Series A,100000,57,15,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,28,Hybrid,0,0,0,High Desirability
IndiaStartup_0298,Robotics,Chennai,2022,140,Series B,2000000,29,19,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,7,Remote,0,1,0,High Desirability
IndiaStartup_0299,SaaS,Indore,2019,140,Pre-Series A,2000000,102,15,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,2,On-site,0,0,0,Growing
IndiaStartup_0300,DeepTech,Kochi,2022,291,Seed,25000000,36,49,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,1,Remote,0,1,0,High Desirability
IndiaStartup_0301,Semiconductor,Indore,2016,309,Pre-Series A,5000000,52,57,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,Remote,0,1,0,Growing
IndiaStartup_0302,FinTech,Chennai,2023,133,Bootstrapped,1000000,68,11,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,16,Hybrid,0,0,0,Emerging
IndiaStartup_0303,SpaceTech,Indore,2017,15,Series A,5000000,27,1,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,8,On-site,0,0,0,Emerging
IndiaStartup_0304,Climate Tech,Indore,2023,157,Bootstrapped,10000000,135,30,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,23,On-site,0,0,0,Growing
IndiaStartup_0305,Climate Tech,Chennai,2024,152,Series A,2000000,169,16,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,9,Hybrid,0,0,0,Growing
IndiaStartup_0306,Logistics,Indore,2021,321,Bootstrapped,25000000,41,44,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,9,Hybrid,0,0,0,Emerging
IndiaStartup_0307,Climate Tech,Jaipur,2018,39,Series A,0,129,7,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,7,Hybrid,0,0,0,High Desirability
IndiaStartup_0308,AI,Delhi,2022,390,Series B,0,29,59,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,17,Hybrid,0,1,1,Emerging
IndiaStartup_0309,AI,Delhi,2023,308,Bootstrapped,5000000,54,37,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,24,Hybrid,0,1,1,Growing
IndiaStartup_0310,AI,Delhi,2023,41,Bootstrapped,0,34,3,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,11,On-site,0,1,1,Growing
IndiaStartup_0311,DeepTech,Delhi,2024,232,Series B,250000,15,16,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,28,Hybrid,0,1,1,High Desirability
IndiaStartup_0312,Robotics,Delhi,2024,356,Seed,500000,125,21,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,On-site,0,1,1,Growing
IndiaStartup_0313,HealthTech,Bengaluru,2025,400,Series A,500000,81,53,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,16,Hybrid,0,0,1,Emerging
IndiaStartup_0314,SaaS,Surat,2016,200,Series B,2000000,172,36,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,11,On-site,0,0,0,High Desirability
IndiaStartup_0315,SpaceTech,Surat,2018,147,Series A,250000,23,18,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,6,Remote,0,0,0,High Desirability
IndiaStartup_0316,D2C,Surat,2016,24,Bootstrapped,1000000,129,1,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,28,Hybrid,0,0,0,Growing
IndiaStartup_0317,Logistics,Ahmedabad,2025,134,Series A,500000,15,9,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,30,Remote,0,0,0,Growing
IndiaStartup_0318,SpaceTech,Gurugram,2018,42,Bootstrapped,5000000,67,5,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,17,On-site,0,0,0,Emerging
IndiaStartup_0319,HealthTech,Surat,2016,380,Seed,5000000,131,39,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,20,Remote,0,0,0,Emerging
IndiaStartup_0320,AI,Noida,2016,327,Series B,25000000,126,57,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,10,Remote,0,1,0,Emerging
